CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker
0_to_200,17,credits_paid_to_date,car_new,250,less_100,less_1,1,female,none,1,real_estate,27,none,own,1,skilled,1,none,yes
0_to_200,4,credits_paid_to_date,retraining,2000,less_100,4_to_7,2,male,none,1,savings_insurance,20,stores,own,2,skilled,1,none,yes
no_checking,10,credits_paid_to_date,car_new,2500,100_to_500,less_1,2,female,none,2,real_estate,21,none,own,1,skilled,1,none,yes
less_0,25,all_credits_paid_back,car_new,3000,less_100,1_to_4,2,female,none,2,savings_insurance,33,none,own,1,skilled,1,none,yes
less_0,12,all_credits_paid_back,car_new,250,500_to_1000,1_to_4,1,male,none,2,real_estate,29,stores,rent,1,skilled,1,none,yes
0_to_200,4,no_credits,appliances,2000,500_to_1000,1_to_4,2,male,none,2,car_other,20,none,own,2,skilled,1,none,yes
less_0,4,prior_payments_delayed,furniture,2000,500_to_1000,4_to_7,3,male,none,3,car_other,20,stores,own,2,skilled,2,none,yes
0_to_200,4,prior_payments_delayed,radio_tv,2000,100_to_500,less_1,2,male,none,3,savings_insurance,20,none,own,1,management_self-employed,1,none,yes
0_to_200,29,credits_paid_to_date,car_new,3000,500_to_1000,1_to_4,2,male,none,2,savings_insurance,45,none,own,3,skilled,1,none,yes
greater_200,21,credits_paid_to_date,radio_tv,4722,less_100,4_to_7,3,female,none,3,car_other,44,none,own,2,skilled,1,none,yes
less_0,30,all_credits_paid_back,car_used,6000,100_to_500,less_1,1,female,none,2,real_estate,39,none,own,2,skilled,1,none,yes
no_checking,50,outstanding_credit,appliances,10184,greater_1000,greater_7,5,male,co-applicant,5,unknown,53,none,own,3,skilled,2,yes,yes
less_0,15,credits_paid_to_date,car_used,250,500_to_1000,4_to_7,3,male,none,1,savings_insurance,28,none,rent,1,skilled,1,none,yes
no_checking,32,outstanding_credit,repairs,6169,unknown,greater_7,5,female,co-applicant,5,unknown,47,stores,own,3,unskilled,2,yes,yes
no_checking,10,outstanding_credit,retraining,2500,100_to_500,4_to_7,4,male,none,3,unknown,21,stores,own,1,unskilled,1,none,yes
0_to_200,4,credits_paid_to_date,education,2000,less_100,1_to_4,2,male,none,3,real_estate,20,none,own,2,skilled,1,none,yes
less_0,28,credits_paid_to_date,car_new,5000,less_100,1_to_4,2,female,none,2,real_estate,43,none,own,2,management_self-employed,1,none,yes
no_checking,28,prior_payments_delayed,other,6675,100_to_500,greater_7,4,female,none,3,car_other,47,none,free,2,skilled,1,none,yes
no_checking,33,prior_payments_delayed,furniture,5692,500_to_1000,1_to_4,4,female,none,3,unknown,38,bank,own,2,unemployed,1,yes,yes
no_checking,24,prior_payments_delayed,radio_tv,6302,100_to_500,less_1,4,female,co-applicant,3,savings_insurance,45,none,own,1,skilled,1,none,yes
less_0,16,prior_payments_delayed,car_used,3100,less_100,less_1,3,male,none,2,real_estate,19,none,own,1,skilled,1,none,yes
less_0,4,prior_payments_delayed,car_new,2000,less_100,1_to_4,3,male,none,2,savings_insurance,20,none,rent,1,skilled,2,none,yes
less_0,26,prior_payments_delayed,car_new,4000,500_to_1000,greater_7,2,female,none,3,unknown,37,stores,rent,1,skilled,2,none,yes
0_to_200,29,credits_paid_to_date,furniture,2642,less_100,1_to_4,2,female,none,3,savings_insurance,41,none,rent,2,skilled,1,yes,yes
less_0,4,credits_paid_to_date,car_new,250,less_100,1_to_4,1,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes
no_checking,28,outstanding_credit,business,6891,500_to_1000,4_to_7,3,male,none,4,unknown,48,none,own,2,skilled,2,yes,yes
less_0,26,prior_payments_delayed,car_new,4000,less_100,less_1,2,female,none,2,real_estate,37,none,rent,1,skilled,1,none,yes
greater_200,16,credits_paid_to_date,retraining,3100,100_to_500,1_to_4,2,male,none,1,savings_insurance,19,none,own,1,skilled,1,none,yes
less_0,29,all_credits_paid_back,furniture,3000,less_100,less_1,1,male,none,2,real_estate,45,none,rent,1,skilled,1,none,yes
no_checking,31,prior_payments_delayed,appliances,5060,100_to_500,4_to_7,3,male,none,3,unknown,50,none,own,2,management_self-employed,1,yes,yes
less_0,16,outstanding_credit,furniture,3100,500_to_1000,1_to_4,2,male,none,3,unknown,19,none,own,1,skilled,1,yes,yes
no_checking,36,outstanding_credit,radio_tv,7689,greater_1000,greater_7,4,male,co-applicant,3,unknown,51,none,free,2,skilled,1,yes,yes
less_0,31,no_credits,car_new,2000,less_100,less_1,1,female,none,1,real_estate,49,stores,rent,1,unskilled,1,none,yes
0_to_200,14,all_credits_paid_back,car_used,3072,less_100,1_to_4,3,female,none,3,real_estate,30,none,rent,1,management_self-employed,1,none,yes
0_to_200,5,all_credits_paid_back,car_new,250,100_to_500,1_to_4,1,female,none,1,real_estate,31,stores,rent,1,skilled,1,none,yes
no_checking,44,outstanding_credit,education,9119,greater_1000,greater_7,5,male,co-applicant,4,unknown,46,none,own,2,management_self-employed,2,yes,yes
no_checking,20,outstanding_credit,furniture,3893,500_to_1000,4_to_7,4,male,none,3,unknown,42,none,own,2,skilled,1,yes,yes
no_checking,31,prior_payments_delayed,business,4999,100_to_500,4_to_7,4,female,none,3,unknown,51,none,own,1,skilled,1,yes,yes
less_0,10,all_credits_paid_back,car_new,2500,less_100,1_to_4,2,male,none,3,real_estate,21,bank,rent,1,unskilled,1,none,yes
0_to_200,4,prior_payments_delayed,business,3400,100_to_500,1_to_4,3,male,none,3,savings_insurance,24,none,own,1,management_self-employed,2,yes,yes
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,2,real_estate,26,stores,rent,1,skilled,1,none,yes
0_to_200,32,credits_paid_to_date,business,4313,less_100,1_to_4,4,female,none,2,car_other,38,bank,own,2,unemployed,2,none,yes
0_to_200,30,credits_paid_to_date,vacation,6000,less_100,less_1,3,female,none,1,real_estate,39,none,own,1,skilled,1,none,yes
less_0,26,all_credits_paid_back,car_used,4000,less_100,unemployed,1,female,none,2,real_estate,37,stores,rent,1,unskilled,1,none,yes
0_to_200,25,all_credits_paid_back,car_new,3000,less_100,less_1,2,female,none,3,car_other,33,bank,own,1,unskilled,1,yes,yes
0_to_200,31,outstanding_credit,furniture,3811,100_to_500,4_to_7,3,male,none,2,car_other,34,none,own,1,skilled,1,none,yes
0_to_200,30,credits_paid_to_date,car_new,6000,less_100,less_1,3,female,none,2,real_estate,39,none,rent,1,skilled,1,none,yes
0_to_200,17,credits_paid_to_date,vacation,6563,less_100,4_to_7,3,female,none,2,car_other,42,bank,own,2,unskilled,2,yes,yes
no_checking,4,credits_paid_to_date,car_used,2000,less_100,4_to_7,2,male,none,3,savings_insurance,20,none,own,2,management_self-employed,1,none,yes
no_checking,31,prior_payments_delayed,car_used,4422,unknown,greater_7,5,male,none,4,savings_insurance,43,none,own,2,skilled,1,none,yes
0_to_200,28,credits_paid_to_date,vacation,7769,500_to_1000,less_1,1,male,none,3,real_estate,23,none,rent,1,skilled,1,none,yes
0_to_200,16,credits_paid_to_date,furniture,3100,less_100,less_1,3,male,none,3,savings_insurance,19,none,rent,1,skilled,1,none,yes
no_checking,4,no_credits,other,2000,500_to_1000,less_1,2,male,none,3,unknown,20,stores,free,2,unskilled,2,none,yes
0_to_200,4,credits_paid_to_date,furniture,250,500_to_1000,1_to_4,3,male,none,2,savings_insurance,20,bank,own,2,unskilled,1,none,yes
0_to_200,28,no_credits,repairs,5000,less_100,less_1,1,female,none,2,real_estate,43,none,rent,1,skilled,1,none,yes
no_checking,16,prior_payments_delayed,car_used,3100,100_to_500,less_1,2,male,none,3,car_other,19,none,own,1,management_self-employed,1,none,yes
less_0,4,prior_payments_delayed,furniture,2000,less_100,4_to_7,3,male,none,3,real_estate,20,none,own,1,skilled,1,none,yes
no_checking,37,prior_payments_delayed,radio_tv,6326,500_to_1000,greater_7,5,male,co-applicant,3,unknown,56,none,free,2,skilled,1,yes,yes
0_to_200,4,no_credits,education,250,500_to_1000,less_1,3,male,none,3,savings_insurance,20,none,own,1,skilled,1,none,yes
no_checking,26,prior_payments_delayed,car_used,5728,unknown,4_to_7,4,male,none,5,car_other,46,none,free,3,skilled,2,yes,yes
less_0,21,credits_paid_to_date,car_new,1127,less_100,4_to_7,3,male,none,2,savings_insurance,21,none,own,1,skilled,1,yes,yes
no_checking,28,prior_payments_delayed,appliances,6272,500_to_1000,greater_7,4,male,co-applicant,4,car_other,42,stores,own,2,unskilled,2,yes,yes
0_to_200,10,credits_paid_to_date,car_new,2500,less_100,1_to_4,2,female,none,1,real_estate,21,none,own,1,skilled,1,none,yes
less_0,9,all_credits_paid_back,appliances,250,100_to_500,less_1,2,female,none,1,savings_insurance,40,none,own,2,skilled,2,yes,yes
no_checking,21,outstanding_credit,furniture,1127,500_to_1000,4_to_7,3,male,none,2,savings_insurance,21,stores,free,2,unskilled,2,yes,yes
no_checking,26,outstanding_credit,business,9293,500_to_1000,greater_7,4,male,none,3,car_other,57,none,free,3,skilled,1,yes,no
no_checking,23,prior_payments_delayed,car_used,3999,500_to_1000,1_to_4,3,male,none,3,savings_insurance,25,none,own,1,skilled,1,none,yes
greater_200,10,outstanding_credit,appliances,2500,500_to_1000,1_to_4,2,female,none,3,unknown,21,stores,own,1,skilled,1,none,yes
no_checking,34,outstanding_credit,furniture,5424,greater_1000,greater_7,5,male,co-applicant,5,car_other,33,none,free,1,skilled,1,yes,yes
0_to_200,4,prior_payments_delayed,radio_tv,2000,100_to_500,1_to_4,1,male,none,3,savings_insurance,20,none,own,2,skilled,1,none,yes
no_checking,25,prior_payments_delayed,education,5194,100_to_500,less_1,4,female,none,4,car_other,26,none,own,2,skilled,1,none,yes
no_checking,44,prior_payments_delayed,radio_tv,7899,unknown,greater_7,5,male,co-applicant,4,unknown,54,none,free,3,unskilled,1,yes,yes
no_checking,21,all_credits_paid_back,appliances,1127,less_100,1_to_4,3,male,none,3,real_estate,21,stores,own,1,unskilled,1,none,yes
0_to_200,4,credits_paid_to_date,radio_tv,2000,less_100,less_1,3,male,none,3,real_estate,20,none,own,1,management_self-employed,1,none,yes
no_checking,46,outstanding_credit,education,5670,unknown,greater_7,5,male,co-applicant,3,car_other,49,stores,own,2,unskilled,2,yes,yes
greater_200,23,credits_paid_to_date,business,4031,500_to_1000,greater_7,4,male,none,4,car_other,47,none,own,2,skilled,2,yes,yes
no_checking,34,prior_payments_delayed,appliances,5422,500_to_1000,4_to_7,5,male,none,4,unknown,34,none,own,2,skilled,2,yes,yes
no_checking,26,prior_payments_delayed,car_used,4660,100_to_500,1_to_4,3,female,guarantor,4,savings_insurance,60,none,own,2,skilled,1,yes,yes
0_to_200,17,credits_paid_to_date,car_used,3002,less_100,less_1,3,female,none,2,car_other,41,bank,own,2,unskilled,1,yes,yes
